opportunity_id,customer_id,product_name,deal_value_usd,stage,sales_rep,close_date
O00785,C0810,Commodity Insights,16974,Prospecting,Carol,2026-02-10
O00786,C0009,Commodity Insights,202048,Negotiation,David,2026-09-07
O00787,C0323,Commodity Insights,195234,Negotiation,Bob,2026-12-22
O00788,C0100,Commodity Insights,111767,Closed Lost,Alice,2026-09-26
O00789,C0794,Market Intelligence,11208,Closed Lost,David,2026-08-19
O00790,C0890,Market Intelligence,81053,Proposal,Bob,2026-11-15
O00791,C0081,ESG Analytics,29455,Proposal,Bob,2026-11-21
O00792,C0145,ESG Analytics,47217,Closed Lost,Emma,2026-12-20
O00793,C0668,ESG Analytics,248853,Negotiation,David,2026-03-11
O00794,C0298,Commodity Insights,168439,Closed Won,Alice,2026-12-25
O00795,C0700,Commodity Insights,67681,Proposal,Emma,2026-10-03
O00796,C0982,Market Intelligence,153609,Closed Won,Alice,2026-01-05
O00797,C0785,Commodity Insights,148428,Prospecting,David,2026-02-15
O00798,C0322,Market Intelligence,249857,Negotiation,Bob,2026-02-09
O00799,C0591,Commodity Insights,97633,Prospecting,Alice,2026-03-23
O00800,C0791,Commodity Insights,72618,Closed Won,Carol,2026-08-21
O00801,C0947,Market Intelligence,37497,Closed Lost,David,2026-01-12
O00802,C0880,Commodity Insights,110103,Closed Won,Emma,2026-11-05
O00803,C0452,Commodity Insights,139343,Closed Lost,Carol,2026-06-03
O00804,C0699,Commodity Insights,137629,Closed Won,Carol,2026-11-02
O00805,C0636,ESG Analytics,19957,Proposal,Emma,2026-01-05
O00806,C0874,Market Intelligence,81194,Closed Won,Bob,2026-10-13
O00807,C0875,Market Intelligence,63471,Closed Won,David,2026-11-03
O00808,C0358,Commodity Insights,127811,Closed Lost,David,2026-02-03
O00809,C0185,ESG Analytics,33402,Closed Won,David,2026-04-13
O00810,C0337,Market Intelligence,88174,Negotiation,Emma,2026-08-07
O00811,C0720,ESG Analytics,129838,Prospecting,Carol,2026-08-02
O00812,C0559,Market Intelligence,128199,Proposal,Bob,2026-06-19
O00813,C0033,ESG Analytics,207953,Closed Won,Alice,2026-06-26
O00814,C0441,Commodity Insights,60946,Prospecting,Bob,2026-01-25
O00815,C0701,Commodity Insights,75739,Negotiation,Bob,2026-02-05
O00816,C0071,Commodity Insights,111186,Prospecting,Carol,2026-12-15
O00817,C0893,Commodity Insights,142567,Proposal,Carol,2026-03-27
O00818,C0056,Market Intelligence,239607,Closed Won,Carol,2026-05-06
O00819,C0204,Commodity Insights,114864,Closed Won,David,2026-09-23
O00820,C0803,Market Intelligence,187633,Closed Won,Carol,2026-12-19
O00821,C0399,Market Intelligence,152038,Closed Lost,Bob,2026-02-24
O00822,C0684,ESG Analytics,166615,Proposal,Carol,2026-11-27
O00823,C0962,ESG Analytics,199730,Negotiation,Alice,2026-03-15
O00824,C0957,Market Intelligence,135926,Negotiation,Alice,2026-11-14
O00825,C0270,ESG Analytics,194342,Prospecting,David,2026-03-21
O00826,C0461,ESG Analytics,156618,Prospecting,Alice,2026-04-24
O00827,C0193,Commodity Insights,187569,Closed Lost,Bob,2026-10-13
O00828,C0222,Commodity Insights,59988,Proposal,Emma,2026-01-12
O00829,C0834,Commodity Insights,9244,Negotiation,Carol,2026-09-27
O00830,C0889,Market Intelligence,188321,Closed Won,David,2026-07-14
O00831,C0361,Commodity Insights,222103,Closed Lost,David,2026-09-25
O00832,C0344,Market Intelligence,247836,Proposal,David,2026-07-12
O00833,C0182,ESG Analytics,160947,Proposal,Emma,2026-07-13
O00834,C0292,ESG Analytics,185499,Closed Won,Carol,2026-12-20
O00835,C0961,Market Intelligence,27969,Prospecting,Alice,2026-11-01
O00836,C0632,Commodity Insights,32177,Closed Won,Emma,2026-09-04
O00837,C0649,Commodity Insights,136953,Closed Lost,Alice,2026-11-10
O00838,C0873,Commodity Insights,60540,Proposal,David,2026-09-13
O00839,C0118,Market Intelligence,229485,Closed Won,Alice,2026-06-26
O00840,C0936,Commodity Insights,113248,Closed Won,Alice,2026-06-26
O00841,C0230,ESG Analytics,79345,Negotiation,Carol,2026-05-27
O00842,C0925,Commodity Insights,181501,Proposal,Alice,2026-07-02
O00843,C0016,Market Intelligence,45206,Negotiation,Emma,2026-12-20
O00844,C0326,Commodity Insights,49672,Closed Lost,David,2026-04-18
O00845,C0997,Commodity Insights,55504,Closed Lost,David,2026-01-26
O00846,C0955,ESG Analytics,117486,Proposal,David,2026-12-06
O00847,C0413,Commodity Insights,140601,Proposal,David,2026-04-04
O00848,C0728,Market Intelligence,137187,Prospecting,Emma,2026-07-27
O00849,C0781,ESG Analytics,245298,Negotiation,Emma,2026-03-11
O00850,C0209,Market Intelligence,29448,Prospecting,David,2026-01-21
O00851,C0789,ESG Analytics,45120,Prospecting,Emma,2026-12-18
O00852,C0943,Market Intelligence,154892,Closed Won,Alice,2026-12-24
O00853,C0134,Commodity Insights,171320,Negotiation,Bob,2026-04-21
O00854,C0920,Market Intelligence,82836,Proposal,Emma,2026-04-24
O00855,C0799,Commodity Insights,206953,Negotiation,Alice,2026-05-03
O00856,C0958,Market Intelligence,169479,Prospecting,Emma,2026-02-04
O00857,C0471,ESG Analytics,37160,Prospecting,Bob,2026-05-09
O00858,C0917,Market Intelligence,29320,Prospecting,David,2026-06-27
O00859,C0213,Commodity Insights,31390,Closed Won,Alice,2026-07-03
O00860,C0499,ESG Analytics,25004,Proposal,David,2026-07-11
O00861,C0649,Commodity Insights,216956,Proposal,Bob,2026-05-01
O00862,C0926,Market Intelligence,177927,Closed Lost,Emma,2026-01-04
O00863,C1000,Commodity Insights,95907,Closed Won,Emma,2026-10-18
O00864,C0006,Market Intelligence,141773,Negotiation,Alice,2026-04-20
O00865,C0031,ESG Analytics,11039,Closed Lost,Emma,2026-03-07
O00866,C0888,Commodity Insights,35091,Proposal,Alice,2026-06-05
O00867,C0226,Market Intelligence,195773,Proposal,Carol,2026-05-16
O00868,C0205,Market Intelligence,96371,Closed Lost,Carol,2026-08-24
O00869,C0829,Commodity Insights,119311,Closed Lost,David,2026-04-09
O00870,C0178,Market Intelligence,185107,Negotiation,David,2026-02-19
O00871,C0813,ESG Analytics,86680,Proposal,Bob,2026-12-16
O00872,C0444,Commodity Insights,116080,Closed Lost,Carol,2026-06-20
O00873,C0111,ESG Analytics,105413,Closed Won,Bob,2026-10-12
O00874,C0383,ESG Analytics,219785,Prospecting,David,2026-03-02
O00875,C0982,ESG Analytics,71339,Closed Lost,David,2026-05-20
O00876,C0847,ESG Analytics,144066,Negotiation,David,2026-01-04
O00877,C0185,Commodity Insights,117561,Proposal,Carol,2026-04-03
O00878,C0221,ESG Analytics,102428,Negotiation,Bob,2026-06-04
O00879,C0010,Commodity Insights,185431,Prospecting,Carol,2026-04-15
O00880,C0582,Commodity Insights,240600,Proposal,Emma,2026-02-13
O00881,C0291,ESG Analytics,60620,Closed Lost,Bob,2026-02-18
O00882,C0285,ESG Analytics,164358,Prospecting,Emma,2026-11-14
O00883,C0699,Commodity Insights,88304,Negotiation,Bob,2026-04-02
O00884,C0822,Commodity Insights,135718,Prospecting,Carol,2026-07-04
O00885,C0128,Commodity Insights,49863,Closed Lost,Carol,2026-10-13
O00886,C0243,ESG Analytics,10575,Negotiation,Alice,2026-11-26
O00887,C0877,ESG Analytics,6218,Closed Won,Carol,2026-03-27
O00888,C0991,Commodity Insights,14701,Closed Lost,Emma,2026-01-11
O00889,C0661,Market Intelligence,23206,Closed Won,Alice,2026-07-24
O00890,C0309,Commodity Insights,88149,Negotiation,David,2026-02-18
O00891,C0794,Commodity Insights,134451,Closed Lost,Alice,2026-07-10
O00892,C0714,Commodity Insights,134325,Prospecting,Carol,2026-10-04
O00893,C0030,Market Intelligence,17539,Prospecting,Bob,2026-02-11
O00894,C0883,ESG Analytics,194858,Closed Won,Bob,2026-03-03
O00895,C0196,ESG Analytics,241526,Negotiation,Emma,2026-01-23
O00896,C0889,Market Intelligence,73075,Prospecting,Alice,2026-01-10
O00897,C0077,Commodity Insights,91331,Closed Lost,David,2026-05-23
O00898,C0175,Market Intelligence,157948,Closed Won,Alice,2026-03-11
O00899,C0883,Market Intelligence,202403,Closed Lost,David,2026-11-15
O00900,C0685,Market Intelligence,141777,Closed Lost,Bob,2026-10-16
O00901,C0678,Commodity Insights,78542,Negotiation,David,2026-04-03
O00902,C0271,Commodity Insights,191484,Prospecting,Carol,2026-09-27
O00903,C0894,Market Intelligence,177878,Proposal,Alice,2026-02-16
O00904,C0062,Market Intelligence,8441,Proposal,David,2026-07-07
O00905,C0500,Market Intelligence,94246,Proposal,Emma,2026-09-17
O00906,C0880,Commodity Insights,204357,Negotiation,David,2026-11-05
O00907,C0869,ESG Analytics,32698,Proposal,Bob,2026-06-13
O00908,C0999,Commodity Insights,232503,Closed Lost,Emma,2026-04-25
O00909,C0410,Market Intelligence,22993,Negotiation,David,2026-03-22
O00910,C0315,ESG Analytics,174969,Prospecting,Bob,2026-08-04
O00911,C0763,Market Intelligence,68062,Prospecting,David,2026-03-09
O00912,C0030,Commodity Insights,178509,Closed Lost,David,2026-06-09
O00913,C0122,ESG Analytics,27037,Negotiation,David,2026-04-05
O00914,C0407,ESG Analytics,117944,Closed Lost,Carol,2026-01-15
O00915,C0280,Commodity Insights,30641,Prospecting,David,2026-12-14
O00916,C0199,Commodity Insights,54663,Closed Won,Bob,2026-10-09
O00917,C0543,ESG Analytics,134398,Closed Lost,David,2026-02-22
O00918,C0052,ESG Analytics,70259,Prospecting,Bob,2026-02-02
O00919,C0917,Market Intelligence,155793,Negotiation,Bob,2026-02-18
O00920,C0104,Commodity Insights,64366,Closed Lost,David,2026-07-13
O00921,C0104,Market Intelligence,197393,Negotiation,David,2026-04-06
O00922,C0805,Market Intelligence,96129,Negotiation,Emma,2026-05-24
O00923,C0004,Market Intelligence,53517,Closed Lost,Emma,2026-08-24
O00924,C0313,ESG Analytics,67552,Proposal,Carol,2026-11-03
O00925,C0171,Market Intelligence,92072,Closed Won,Bob,2026-01-22
O00926,C0486,Commodity Insights,92570,Prospecting,Bob,2026-05-03
O00927,C0175,ESG Analytics,204297,Prospecting,Emma,2026-06-16
O00928,C0598,Market Intelligence,133006,Proposal,David,2026-02-02
O00929,C0839,Market Intelligence,153705,Negotiation,Bob,2026-09-17
O00930,C0172,Market Intelligence,208228,Prospecting,Alice,2026-05-26
O00931,C0754,Commodity Insights,123650,Closed Won,Carol,2026-09-09
O00932,C0680,Commodity Insights,71463,Negotiation,David,2026-01-27
O00933,C0362,Commodity Insights,191163,Negotiation,Emma,2026-11-28
O00934,C0886,ESG Analytics,131970,Prospecting,Carol,2026-11-17
O00935,C0746,ESG Analytics,10433,Proposal,David,2026-04-22
O00936,C0146,Commodity Insights,135503,Prospecting,Bob,2026-10-24
O00937,C0713,Commodity Insights,99219,Proposal,Alice,2026-04-13
O00938,C0655,Market Intelligence,76807,Closed Lost,David,2026-09-06
O00939,C0272,ESG Analytics,96447,Negotiation,David,2026-10-14
O00940,C0968,Commodity Insights,86087,Proposal,Alice,2026-10-17
O00941,C0719,Commodity Insights,223673,Closed Lost,Alice,2026-07-26
O00942,C0466,ESG Analytics,212755,Negotiation,Carol,2026-02-01
O00943,C0511,ESG Analytics,43569,Closed Won,Bob,2026-09-10
O00944,C0639,ESG Analytics,179147,Proposal,Carol,2026-08-10
O00945,C0067,Commodity Insights,9087,Closed Won,Alice,2026-04-10
O00946,C0846,ESG Analytics,37357,Prospecting,David,2026-05-01
O00947,C0441,Commodity Insights,178081,Prospecting,Alice,2026-05-05
O00948,C0359,Commodity Insights,210852,Closed Lost,Emma,2026-03-03
O00949,C0731,Commodity Insights,42393,Proposal,David,2026-10-03
O00950,C0298,Market Intelligence,13424,Closed Won,Carol,2026-04-26
O00951,C0695,ESG Analytics,106250,Closed Won,David,2026-02-09
O00952,C0943,Commodity Insights,161510,Negotiation,Bob,2026-10-14
O00953,C0696,Commodity Insights,215863,Closed Lost,Bob,2026-11-25
O00954,C0205,Commodity Insights,40570,Closed Won,Emma,2026-04-10
O00955,C0313,Market Intelligence,82944,Closed Lost,David,2026-09-06
O00956,C0385,Commodity Insights,30176,Proposal,Emma,2026-08-23
O00957,C0321,ESG Analytics,184611,Negotiation,David,2026-06-14
O00958,C0478,Commodity Insights,112546,Closed Won,Alice,2026-09-01
O00959,C0981,Commodity Insights,28181,Proposal,Emma,2026-05-26
O00960,C0249,ESG Analytics,139271,Negotiation,Bob,2026-10-18
O00961,C0922,ESG Analytics,235111,Negotiation,Alice,2026-07-05
O00962,C0413,ESG Analytics,6560,Closed Won,Emma,2026-08-27
O00963,C0056,Market Intelligence,19337,Negotiation,Alice,2026-06-20
O00964,C0100,Commodity Insights,153227,Closed Won,Carol,2026-01-04
O00965,C0759,ESG Analytics,181793,Closed Lost,Alice,2026-12-07
O00966,C0529,Market Intelligence,152337,Closed Won,Bob,2026-04-22
O00967,C0656,Market Intelligence,83877,Negotiation,Alice,2026-08-20
O00968,C0705,Market Intelligence,35070,Prospecting,Alice,2026-03-20
O00969,C0902,Market Intelligence,141268,Prospecting,Bob,2026-04-04
O00970,C0486,Market Intelligence,223294,Closed Lost,David,2026-07-02
O00971,C0949,Market Intelligence,83623,Closed Won,David,2026-03-27
O00972,C0241,ESG Analytics,73228,Closed Lost,David,2026-11-20
O00973,C0127,Commodity Insights,43337,Prospecting,Bob,2026-03-27
O00974,C0763,ESG Analytics,68093,Proposal,Emma,2026-12-23
O00975,C0560,Market Intelligence,129822,Closed Won,Carol,2026-05-22
O00976,C0103,ESG Analytics,134227,Negotiation,Carol,2026-07-13
O00977,C0715,Market Intelligence,126625,Closed Won,David,2026-03-01
O00978,C0291,Commodity Insights,36490,Closed Lost,David,2026-01-19
O00979,C0311,Market Intelligence,174111,Closed Lost,David,2026-01-12
O00980,C0986,Market Intelligence,127659,Closed Won,Carol,2026-01-06
O00981,C0367,ESG Analytics,229353,Closed Lost,Bob,2026-06-23
O00982,C0538,Commodity Insights,139491,Prospecting,Bob,2026-11-05
O00983,C0361,ESG Analytics,193536,Closed Lost,Carol,2026-08-23
O00984,C0880,Market Intelligence,77965,Negotiation,David,2026-02-27
O00985,C0661,Commodity Insights,103703,Closed Won,Emma,2026-11-06
O00986,C0590,ESG Analytics,248115,Closed Lost,Emma,2026-05-05
O00987,C0715,Commodity Insights,159364,Closed Lost,Carol,2026-10-20
O00988,C0850,Commodity Insights,22713,Prospecting,Alice,2026-12-06
O00989,C0238,Market Intelligence,179394,Prospecting,David,2026-11-16
O00990,C0332,Market Intelligence,207307,Proposal,Alice,2026-03-24
O00991,C0914,Commodity Insights,203132,Closed Won,Alice,2026-01-20
O00992,C0257,Market Intelligence,14808,Prospecting,David,2026-06-20
O00993,C0647,Market Intelligence,247103,Proposal,Carol,2026-02-23
O00994,C0461,Commodity Insights,39921,Closed Lost,Emma,2026-04-07
O00995,C0259,Commodity Insights,119691,Negotiation,Bob,2026-04-24
O00996,C0166,Commodity Insights,218342,Closed Lost,Bob,2026-02-19
O00997,C0025,ESG Analytics,180284,Prospecting,Bob,2026-01-26
O00998,C0144,Market Intelligence,99256,Closed Won,Emma,2026-09-28
O00999,C0074,Commodity Insights,53576,Closed Lost,David,2026-04-27
O01000,C0213,ESG Analytics,221944,Closed Won,Emma,2026-06-12
O01001,C0634,ESG Analytics,228719,Proposal,Alice,2026-08-14
O01002,C0641,Commodity Insights,234107,Prospecting,Emma,2026-02-05
O01003,C0802,ESG Analytics,83178,Prospecting,Alice,2026-08-08
O01004,C0053,ESG Analytics,146698,Negotiation,Alice,2026-04-27
O01005,C0964,Commodity Insights,246768,Negotiation,David,2026-12-12
O01006,C0070,Market Intelligence,80515,Prospecting,Emma,2026-10-08
O01007,C0874,ESG Analytics,249268,Closed Lost,Emma,2026-05-13
O01008,C0634,Market Intelligence,148115,Prospecting,Emma,2026-08-09
O01009,C0669,Market Intelligence,13460,Negotiation,David,2026-05-07
O01010,C0343,Market Intelligence,41513,Proposal,Emma,2026-12-11
O01011,C0947,ESG Analytics,244159,Prospecting,Bob,2026-08-03
O01012,C0825,ESG Analytics,242063,Closed Lost,Alice,2026-06-03
O01013,C0973,Commodity Insights,161800,Closed Lost,Alice,2026-09-16
O01014,C0970,Market Intelligence,75912,Prospecting,Alice,2026-01-16
O01015,C0520,Market Intelligence,175481,Negotiation,David,2026-08-10
O01016,C0801,Market Intelligence,10621,Prospecting,Alice,2026-04-18
O01017,C0623,Commodity Insights,183766,Prospecting,Emma,2026-08-02
O01018,C0397,Commodity Insights,187305,Proposal,David,2026-12-14
O01019,C0563,Market Intelligence,35299,Closed Won,Alice,2026-10-12
O01020,C0361,Market Intelligence,94948,Closed Won,Alice,2026-04-08
O01021,C0095,ESG Analytics,7634,Proposal,David,2026-12-25
O01022,C0910,ESG Analytics,153910,Prospecting,Alice,2026-12-08
O01023,C0833,Market Intelligence,25083,Prospecting,Bob,2026-08-06
O01024,C0290,Market Intelligence,87346,Negotiation,Emma,2026-11-08
O01025,C0300,Market Intelligence,163891,Closed Won,David,2026-11-04
O01026,C0673,Market Intelligence,25022,Negotiation,Emma,2026-04-16
O01027,C0723,ESG Analytics,218234,Negotiation,Bob,2026-08-23
O01028,C0310,Commodity Insights,209526,Closed Lost,Carol,2026-11-08
O01029,C0540,Commodity Insights,88586,Closed Lost,Emma,2026-02-02
O01030,C0355,Commodity Insights,189943,Closed Lost,David,2026-05-03
O01031,C0209,Market Intelligence,225574,Closed Lost,Bob,2026-05-24
O01032,C0567,Market Intelligence,37177,Negotiation,Bob,2026-01-08
O01033,C0716,Commodity Insights,175369,Closed Won,Alice,2026-01-16
O01034,C0857,Market Intelligence,75857,Negotiation,Emma,2026-07-10
O01035,C0848,Market Intelligence,20655,Negotiation,Emma,2026-07-16
O01036,C0020,Commodity Insights,105837,Closed Won,Alice,2026-04-07
O01037,C0389,Market Intelligence,177995,Closed Won,Emma,2026-01-22
O01038,C0313,Market Intelligence,146963,Negotiation,Alice,2026-10-25
O01039,C0915,Commodity Insights,246879,Negotiation,Emma,2026-04-25
O01040,C0029,Commodity Insights,195260,Closed Lost,David,2026-07-26
O01041,C0747,ESG Analytics,202237,Prospecting,Alice,2026-09-13
O01042,C0976,ESG Analytics,249442,Negotiation,Emma,2026-08-14
O01043,C0587,ESG Analytics,153977,Closed Lost,Carol,2026-03-13
O01044,C0479,ESG Analytics,247394,Proposal,Bob,2026-01-09
O01045,C0819,ESG Analytics,76930,Prospecting,Bob,2026-09-10
O01046,C0346,ESG Analytics,108442,Prospecting,Emma,2026-05-12
O01047,C0276,ESG Analytics,70670,Closed Lost,Alice,2026-02-10
O01048,C0583,ESG Analytics,89145,Negotiation,Bob,2026-08-15
O01049,C0018,Commodity Insights,7325,Closed Won,Alice,2026-06-16
O01050,C0654,ESG Analytics,62106,Closed Won,Alice,2026-10-03
O01051,C0284,ESG Analytics,149558,Negotiation,Alice,2026-08-06
O01052,C0265,Commodity Insights,73037,Closed Won,Bob,2026-04-21
O01053,C0179,Market Intelligence,233390,Closed Lost,Alice,2026-04-04
O01054,C0671,Market Intelligence,53301,Closed Lost,David,2026-10-11
O01055,C0043,ESG Analytics,193051,Proposal,Alice,2026-12-09
O01056,C0999,Commodity Insights,9225,Negotiation,Emma,2026-12-02
O01057,C0615,Market Intelligence,96679,Prospecting,Alice,2026-09-15
O01058,C0116,ESG Analytics,25303,Proposal,Bob,2026-06-19
O01059,C0381,ESG Analytics,114043,Prospecting,David,2026-05-05
O01060,C0026,Commodity Insights,164112,Negotiation,Carol,2026-07-21
O01061,C0384,Commodity Insights,82086,Closed Lost,Alice,2026-03-12
O01062,C0046,Commodity Insights,248874,Proposal,Emma,2026-01-04
O01063,C0624,Market Intelligence,216821,Negotiation,Emma,2026-12-25
O01064,C0760,ESG Analytics,210381,Closed Lost,Carol,2026-04-13
O01065,C0851,ESG Analytics,13545,Proposal,David,2026-11-03
O01066,C0979,Market Intelligence,63872,Closed Lost,Emma,2026-10-21
O01067,C0562,ESG Analytics,114597,Closed Lost,Alice,2026-09-26
O01068,C0053,ESG Analytics,128818,Closed Lost,Emma,2026-08-11
O01069,C0276,Market Intelligence,224154,Closed Lost,Carol,2026-04-11
O01070,C0249,Commodity Insights,65526,Closed Won,Carol,2026-12-04
O01071,C0710,Market Intelligence,121656,Closed Won,Carol,2026-02-12
O01072,C0574,ESG Analytics,25039,Negotiation,David,2026-10-08
O01073,C0460,Commodity Insights,65231,Closed Lost,Bob,2026-09-08
O01074,C0796,Commodity Insights,181712,Closed Lost,Bob,2026-10-09
O01075,C0815,Commodity Insights,94540,Negotiation,Alice,2026-02-14
O01076,C0432,ESG Analytics,43901,Closed Lost,David,2026-11-25
O01077,C0203,Market Intelligence,234744,Closed Won,Alice,2026-03-04
O01078,C0429,Commodity Insights,205673,Closed Lost,David,2026-12-04
O01079,C0130,Market Intelligence,223591,Closed Won,Alice,2026-12-06
O01080,C0075,Market Intelligence,139977,Closed Lost,David,2026-07-12
O01081,C0131,Commodity Insights,187695,Closed Lost,Bob,2026-12-10
O01082,C0122,Commodity Insights,240254,Negotiation,Emma,2026-10-20
O01083,C0111,ESG Analytics,16858,Prospecting,Carol,2026-08-14
O01084,C0646,Commodity Insights,199169,Closed Won,Carol,2026-08-23
O01085,C0138,ESG Analytics,53090,Closed Lost,Emma,2026-02-05
O01086,C0918,Market Intelligence,160596,Closed Lost,Carol,2026-11-21
O01087,C0465,Commodity Insights,89000,Closed Won,Bob,2026-09-24
O01088,C0603,Commodity Insights,207638,Prospecting,Bob,2026-05-16
O01089,C0350,Market Intelligence,152883,Closed Lost,Emma,2026-10-17
O01090,C0865,Commodity Insights,79778,Negotiation,David,2026-06-25
O01091,C0183,Market Intelligence,15992,Proposal,David,2026-09-09
O01092,C0589,ESG Analytics,87409,Prospecting,Carol,2026-05-06
O01093,C0122,Commodity Insights,76787,Closed Won,David,2026-04-06
O01094,C0296,Commodity Insights,163903,Prospecting,Bob,2026-11-09
O01095,C0145,Market Intelligence,59222,Closed Lost,Emma,2026-03-01
O01096,C0613,Market Intelligence,238477,Closed Lost,Emma,2026-04-01
O01097,C0501,Market Intelligence,101872,Proposal,Carol,2026-10-14
O01098,C0750,Commodity Insights,141549,Proposal,David,2026-05-04
O01099,C0734,ESG Analytics,245958,Prospecting,David,2026-07-16
O01100,C0270,Market Intelligence,231624,Proposal,Carol,2026-12-22
O01101,C0120,Commodity Insights,215669,Prospecting,Bob,2026-12-03
O01102,C0335,Market Intelligence,137922,Negotiation,Carol,2026-08-21
O01103,C0754,ESG Analytics,181182,Prospecting,Carol,2026-01-14
O01104,C0103,ESG Analytics,213194,Closed Lost,Carol,2026-04-27
O01105,C0572,ESG Analytics,224580,Prospecting,Alice,2026-04-05
O01106,C0601,Commodity Insights,233619,Proposal,Bob,2026-05-16
O01107,C0156,Commodity Insights,218350,Proposal,David,2026-05-05
O01108,C0204,ESG Analytics,234602,Prospecting,Emma,2026-12-24
O01109,C0220,Market Intelligence,118854,Prospecting,David,2026-09-20
O01110,C0214,ESG Analytics,51691,Prospecting,David,2026-12-09
O01111,C0629,Commodity Insights,170419,Closed Lost,Bob,2026-11-12
O01112,C0496,ESG Analytics,177213,Proposal,Carol,2026-04-10
O01113,C0685,Commodity Insights,133508,Closed Won,Emma,2026-06-18
O01114,C0493,Commodity Insights,30305,Proposal,Alice,2026-05-14
O01115,C0993,Commodity Insights,90300,Proposal,David,2026-02-06
O01116,C0476,Commodity Insights,178175,Prospecting,Carol,2026-12-13
O01117,C0722,Market Intelligence,207816,Closed Won,David,2026-10-14
O01118,C0704,Market Intelligence,12592,Negotiation,Carol,2026-09-07
O01119,C0912,Commodity Insights,20939,Closed Lost,Carol,2026-05-22
O01120,C0326,Commodity Insights,107597,Closed Won,David,2026-07-09
O01121,C0935,Market Intelligence,75337,Closed Won,Bob,2026-06-21
O01122,C0839,Market Intelligence,85874,Closed Won,David,2026-04-19
O01123,C0897,Market Intelligence,145512,Proposal,Alice,2026-10-20
O01124,C0338,Market Intelligence,163586,Closed Lost,Alice,2026-12-01
O01125,C0822,Commodity Insights,28659,Negotiation,Carol,2026-09-03
O01126,C0671,Market Intelligence,140960,Proposal,Carol,2026-09-07
O01127,C0161,ESG Analytics,108684,Proposal,Carol,2026-03-12
O01128,C0340,Commodity Insights,61522,Closed Lost,Bob,2026-01-02
O01129,C0866,Market Intelligence,202950,Closed Lost,Alice,2026-09-13
O01130,C0811,Commodity Insights,16084,Proposal,Carol,2026-05-01
O01131,C0236,ESG Analytics,207483,Proposal,Alice,2026-05-24
O01132,C0127,Commodity Insights,176776,Closed Won,Bob,2026-12-09
O01133,C0883,Market Intelligence,25061,Prospecting,Emma,2026-12-23
O01134,C0781,ESG Analytics,113889,Prospecting,Alice,2026-12-27
O01135,C0555,ESG Analytics,245903,Proposal,Alice,2026-12-19
O01136,C0812,Commodity Insights,55930,Closed Lost,Carol,2026-06-14
O01137,C0525,ESG Analytics,11142,Negotiation,Carol,2026-08-07
O01138,C0103,Commodity Insights,176979,Closed Lost,David,2026-07-10
O01139,C0440,Market Intelligence,63262,Closed Won,Emma,2026-05-16
O01140,C0292,ESG Analytics,144776,Closed Lost,Bob,2026-07-01
O01141,C0509,ESG Analytics,108191,Negotiation,Emma,2026-12-04
O01142,C0464,Market Intelligence,156487,Prospecting,David,2026-04-15
O01143,C0379,Commodity Insights,152627,Prospecting,Carol,2026-06-05
O01144,C0830,ESG Analytics,26924,Prospecting,Emma,2026-03-07
O01145,C0886,Commodity Insights,160558,Proposal,Alice,2026-03-13
O01146,C0632,Commodity Insights,142207,Closed Lost,Bob,2026-01-25
O01147,C0506,Commodity Insights,112966,Negotiation,Carol,2026-03-02
O01148,C0330,ESG Analytics,153193,Closed Lost,David,2026-01-09
O01149,C0707,Market Intelligence,202928,Closed Lost,David,2026-09-16
O01150,C0321,ESG Analytics,66797,Negotiation,David,2026-12-16
O01151,C0527,ESG Analytics,230090,Prospecting,Alice,2026-07-23
O01152,C0080,Commodity Insights,38366,Prospecting,Bob,2026-09-24
O01153,C0125,Market Intelligence,56738,Closed Won,Alice,2026-01-14
O01154,C0508,Market Intelligence,169145,Closed Lost,David,2026-03-24
O01155,C0896,ESG Analytics,114614,Closed Won,Alice,2026-05-04
O01156,C0446,Commodity Insights,193728,Negotiation,Emma,2026-06-20
O01157,C0911,Commodity Insights,152799,Proposal,Bob,2026-05-17
O01158,C0702,Market Intelligence,215452,Closed Lost,Carol,2026-09-20
O01159,C0258,Commodity Insights,126341,Proposal,Carol,2026-12-24
O01160,C0873,Market Intelligence,48054,Closed Lost,David,2026-01-11
O01161,C0427,Market Intelligence,44413,Closed Won,Alice,2026-01-10
O01162,C0719,Market Intelligence,57236,Prospecting,Emma,2026-08-11
O01163,C0097,Market Intelligence,168832,Closed Won,Emma,2026-03-03
O01164,C0359,ESG Analytics,151579,Proposal,Carol,2026-11-01
O01165,C0951,Market Intelligence,76979,Negotiation,David,2026-10-24
O01166,C0314,Commodity Insights,168709,Closed Won,Carol,2026-09-18
O01167,C0657,ESG Analytics,58107,Prospecting,Emma,2026-03-04
O01168,C0749,Market Intelligence,78396,Proposal,Carol,2026-10-04
O01169,C0130,ESG Analytics,158961,Closed Won,Carol,2026-10-25
O01170,C0874,ESG Analytics,163538,Negotiation,Emma,2026-11-16
O01171,C0215,Market Intelligence,5700,Proposal,Bob,2026-02-26
O01172,C0630,Market Intelligence,42573,Proposal,David,2026-01-11
O01173,C0080,Market Intelligence,40907,Closed Lost,David,2026-07-22
O01174,C0484,Commodity Insights,84313,Closed Lost,Alice,2026-04-18
O01175,C0403,Commodity Insights,207878,Closed Won,David,2026-06-10
O01176,C0859,ESG Analytics,88092,Closed Lost,Alice,2026-10-27
